location_id,name,latitude,longitude,region
grid_2413,Global grid 2413,-20.000000,91.250000,global_s_lat16_lon108
grid_4903,Global grid 4903,25.000000,-163.750000,global_n_lat34_lon06
grid_4854,Global grid 4854,22.500000,73.750000,global_n_lat33_lon101
grid_7056,Global grid 7056,60.000000,178.750000,global_n_lat48_lon143
grid_2840,Global grid 2840,-12.500000,78.750000,global_s_lat19_lon103
grid_1443,Global grid 1443,-35.000000,-173.750000,global_s_lat10_lon02
grid_4732,Global grid 4732,20.000000,128.750000,global_n_lat32_lon123
grid_3685,Global grid 3685,2.500000,31.250000,global_n_lat25_lon84
grid_4746,Global grid 4746,20.000000,163.750000,global_n_lat32_lon137
grid_0274,Global grid 0274,-57.500000,143.750000,global_s_lat01_lon129
grid_4648,Global grid 4648,20.000000,-81.250000,global_n_lat32_lon39
grid_2754,Global grid 2754,-12.500000,-136.250000,global_s_lat19_lon17
grid_0847,Global grid 0847,-47.500000,136.250000,global_s_lat05_lon126
grid_0564,Global grid 0564,-52.500000,148.750000,global_s_lat03_lon131
grid_2623,Global grid 2623,-15.000000,-103.750000,global_s_lat18_lon30
grid_6075,Global grid 6075,45.000000,-113.750000,global_n_lat42_lon26
grid_0106,Global grid 0106,-60.000000,83.750000,global_s_lat00_lon105
grid_5484,Global grid 5484,35.000000,-151.250000,global_n_lat38_lon11
grid_1806,Global grid 1806,-30.000000,13.750000,global_s_lat12_lon77
grid_2856,Global grid 2856,-12.500000,118.750000,global_s_lat19_lon119
grid_5543,Global grid 5543,35.000000,-3.750000,global_n_lat38_lon70
grid_3304,Global grid 3304,-5.000000,158.750000,global_s_lat22_lon135
grid_1533,Global grid 1533,-35.000000,51.250000,global_s_lat10_lon92
grid_3728,Global grid 3728,2.500000,138.750000,global_n_lat25_lon127
grid_2666,Global grid 2666,-15.000000,3.750000,global_s_lat18_lon73
grid_1226,Global grid 1226,-40.000000,3.750000,global_s_lat08_lon73
grid_1673,Global grid 1673,-32.500000,41.250000,global_s_lat11_lon88
grid_6885,Global grid 6885,57.500000,111.250000,global_n_lat47_lon116
grid_5785,Global grid 5785,40.000000,-118.750000,global_n_lat40_lon24
grid_2279,Global grid 2279,-22.500000,116.250000,global_s_lat15_lon118
grid_4883,Global grid 4883,22.500000,146.250000,global_n_lat33_lon130
grid_3578,Global grid 3578,0.000000,123.750000,global_n_lat24_lon121
grid_6317,Global grid 6317,47.500000,131.250000,global_n_lat43_lon124
grid_0624,Global grid 0624,-50.000000,-61.250000,global_s_lat04_lon47
grid_0335,Global grid 0335,-55.000000,-63.750000,global_s_lat02_lon46
grid_6938,Global grid 6938,60.000000,-116.250000,global_n_lat48_lon25
grid_0921,Global grid 0921,-45.000000,-38.750000,global_s_lat06_lon56
grid_0962,Global grid 0962,-45.000000,63.750000,global_s_lat06_lon97
grid_0201,Global grid 0201,-57.500000,-38.750000,global_s_lat01_lon56
grid_0236,Global grid 0236,-57.500000,48.750000,global_s_lat01_lon91
grid_2844,Global grid 2844,-12.500000,88.750000,global_s_lat19_lon107
grid_2681,Global grid 2681,-15.000000,41.250000,global_s_lat18_lon88
grid_2560,Global grid 2560,-17.500000,98.750000,global_s_lat17_lon111
grid_6601,Global grid 6601,52.500000,121.250000,global_n_lat45_lon120
grid_4503,Global grid 4503,17.500000,-83.750000,global_n_lat31_lon38
grid_1340,Global grid 1340,-37.500000,-71.250000,global_s_lat09_lon43
grid_5154,Global grid 5154,27.500000,103.750000,global_n_lat35_lon113
grid_1814,Global grid 1814,-30.000000,33.750000,global_s_lat12_lon85
grid_2225,Global grid 2225,-22.500000,-18.750000,global_s_lat15_lon64
grid_2815,Global grid 2815,-12.500000,16.250000,global_s_lat19_lon78
grid_5052,Global grid 5052,27.500000,-151.250000,global_n_lat35_lon11
grid_1351,Global grid 1351,-37.500000,-43.750000,global_s_lat09_lon54
grid_2629,Global grid 2629,-15.000000,-88.750000,global_s_lat18_lon36
grid_3457,Global grid 3457,0.000000,-178.750000,global_n_lat24_lon00
grid_4169,Global grid 4169,10.000000,161.250000,global_n_lat28_lon136
grid_1174,Global grid 1174,-40.000000,-126.250000,global_s_lat08_lon21
grid_0600,Global grid 0600,-50.000000,-121.250000,global_s_lat04_lon23
grid_4300,Global grid 4300,12.500000,128.750000,global_n_lat29_lon123
grid_1568,Global grid 1568,-35.000000,138.750000,global_s_lat10_lon127
grid_6649,Global grid 6649,55.000000,-118.750000,global_n_lat46_lon24
grid_0762,Global grid 0762,-47.500000,-76.250000,global_s_lat05_lon41
grid_0789,Global grid 0789,-47.500000,-8.750000,global_s_lat05_lon68
grid_1483,Global grid 1483,-35.000000,-73.750000,global_s_lat10_lon42
grid_0510,Global grid 0510,-52.500000,13.750000,global_s_lat03_lon77
grid_6985,Global grid 6985,60.000000,1.250000,global_n_lat48_lon72
grid_6329,Global grid 6329,47.500000,161.250000,global_n_lat43_lon136
grid_0988,Global grid 0988,-45.000000,128.750000,global_s_lat06_lon123
grid_6393,Global grid 6393,50.000000,-38.750000,global_n_lat44_lon56
grid_0646,Global grid 0646,-50.000000,-6.250000,global_s_lat04_lon69
grid_5486,Global grid 5486,35.000000,-146.250000,global_n_lat38_lon13
grid_2753,Global grid 2753,-12.500000,-138.750000,global_s_lat19_lon16
grid_5308,Global grid 5308,30.000000,128.750000,global_n_lat36_lon123
grid_1027,Global grid 1027,-42.500000,-133.750000,global_s_lat07_lon18
grid_6670,Global grid 6670,55.000000,-66.250000,global_n_lat46_lon45
grid_4213,Global grid 4213,12.500000,-88.750000,global_n_lat29_lon36
grid_2950,Global grid 2950,-10.000000,-6.250000,global_s_lat20_lon69
grid_1045,Global grid 1045,-42.500000,-88.750000,global_s_lat07_lon36
grid_2354,Global grid 2354,-20.000000,-56.250000,global_s_lat16_lon49
grid_5857,Global grid 5857,40.000000,61.250000,global_n_lat40_lon96
grid_5775,Global grid 5775,40.000000,-143.750000,global_n_lat40_lon14
grid_1679,Global grid 1679,-32.500000,56.250000,global_s_lat11_lon94
grid_5491,Global grid 5491,35.000000,-133.750000,global_n_lat38_lon18
grid_0735,Global grid 0735,-47.500000,-143.750000,global_s_lat05_lon14
grid_0414,Global grid 0414,-55.000000,133.750000,global_s_lat02_lon125
grid_0896,Global grid 0896,-45.000000,-101.250000,global_s_lat06_lon31
grid_3056,Global grid 3056,-7.500000,-101.250000,global_s_lat21_lon31
grid_5480,Global grid 5480,35.000000,-161.250000,global_n_lat38_lon07
grid_4331,Global grid 4331,15.000000,-153.750000,global_n_lat30_lon10
grid_3339,Global grid 3339,-2.500000,-113.750000,global_s_lat23_lon26
grid_6855,Global grid 6855,57.500000,36.250000,global_n_lat47_lon86
grid_0431,Global grid 0431,-55.000000,176.250000,global_s_lat02_lon142
grid_3561,Global grid 3561,0.000000,81.250000,global_n_lat24_lon104
grid_1556,Global grid 1556,-35.000000,108.750000,global_s_lat10_lon115
grid_6278,Global grid 6278,47.500000,33.750000,global_n_lat43_lon85
grid_3552,Global grid 3552,0.000000,58.750000,global_n_lat24_lon95
grid_4807,Global grid 4807,22.500000,-43.750000,global_n_lat33_lon54
grid_4392,Global grid 4392,15.000000,-1.250000,global_n_lat30_lon71
grid_1966,Global grid 1966,-27.500000,53.750000,global_s_lat13_lon93
grid_1506,Global grid 1506,-35.000000,-16.250000,global_s_lat10_lon65
grid_3058,Global grid 3058,-7.500000,-96.250000,global_s_lat21_lon33
grid_6071,Global grid 6071,45.000000,-123.750000,global_n_lat42_lon22
grid_6181,Global grid 6181,45.000000,151.250000,global_n_lat42_lon132
grid_4339,Global grid 4339,15.000000,-133.750000,global_n_lat30_lon18
grid_4384,Global grid 4384,15.000000,-21.250000,global_n_lat30_lon63
grid_3336,Global grid 3336,-2.500000,-121.250000,global_s_lat23_lon23
grid_4893,Global grid 4893,22.500000,171.250000,global_n_lat33_lon140
grid_5069,Global grid 5069,27.500000,-108.750000,global_n_lat35_lon28
grid_0472,Global grid 0472,-52.500000,-81.250000,global_s_lat03_lon39
grid_2369,Global grid 2369,-20.000000,-18.750000,global_s_lat16_lon64
grid_3829,Global grid 3829,5.000000,31.250000,global_n_lat26_lon84
grid_6809,Global grid 6809,57.500000,-78.750000,global_n_lat47_lon40
grid_0240,Global grid 0240,-57.500000,58.750000,global_s_lat01_lon95
grid_0875,Global grid 0875,-45.000000,-153.750000,global_s_lat06_lon10
grid_5546,Global grid 5546,35.000000,3.750000,global_n_lat38_lon73
grid_2940,Global grid 2940,-10.000000,-31.250000,global_s_lat20_lon59
grid_1810,Global grid 1810,-30.000000,23.750000,global_s_lat12_lon81
grid_4675,Global grid 4675,20.000000,-13.750000,global_n_lat32_lon66
grid_3320,Global grid 3320,-2.500000,-161.250000,global_s_lat23_lon07
grid_1779,Global grid 1779,-30.000000,-53.750000,global_s_lat12_lon50
grid_3052,Global grid 3052,-7.500000,-111.250000,global_s_lat21_lon27
grid_6231,Global grid 6231,47.500000,-83.750000,global_n_lat43_lon38
grid_0507,Global grid 0507,-52.500000,6.250000,global_s_lat03_lon74
grid_2224,Global grid 2224,-22.500000,-21.250000,global_s_lat15_lon63
grid_5647,Global grid 5647,37.500000,-103.750000,global_n_lat39_lon30
grid_2540,Global grid 2540,-17.500000,48.750000,global_s_lat17_lon91
grid_0052,Global grid 0052,-60.000000,-51.250000,global_s_lat00_lon51
grid_5096,Global grid 5096,27.500000,-41.250000,global_n_lat35_lon55
grid_1089,Global grid 1089,-42.500000,21.250000,global_s_lat07_lon80
grid_4859,Global grid 4859,22.500000,86.250000,global_n_lat33_lon106
grid_1728,Global grid 1728,-32.500000,178.750000,global_s_lat11_lon143
grid_6169,Global grid 6169,45.000000,121.250000,global_n_lat42_lon120
grid_5476,Global grid 5476,35.000000,-171.250000,global_n_lat38_lon03
grid_4633,Global grid 4633,20.000000,-118.750000,global_n_lat32_lon24
grid_1530,Global grid 1530,-35.000000,43.750000,global_s_lat10_lon89
grid_5441,Global grid 5441,32.500000,101.250000,global_n_lat37_lon112
grid_2441,Global grid 2441,-20.000000,161.250000,global_s_lat16_lon136
grid_0151,Global grid 0151,-57.500000,-163.750000,global_s_lat01_lon06
grid_5341,Global grid 5341,32.500000,-148.750000,global_n_lat37_lon12
grid_1535,Global grid 1535,-35.000000,56.250000,global_s_lat10_lon94
grid_2842,Global grid 2842,-12.500000,83.750000,global_s_lat19_lon105
grid_2630,Global grid 2630,-15.000000,-86.250000,global_s_lat18_lon37
grid_4030,Global grid 4030,7.500000,173.750000,global_n_lat27_lon141
grid_2568,Global grid 2568,-17.500000,118.750000,global_s_lat17_lon119
grid_6370,Global grid 6370,50.000000,-96.250000,global_n_lat44_lon33
grid_4769,Global grid 4769,22.500000,-138.750000,global_n_lat33_lon16
grid_5833,Global grid 5833,40.000000,1.250000,global_n_lat40_lon72
grid_4995,Global grid 4995,25.000000,66.250000,global_n_lat34_lon98
grid_5663,Global grid 5663,37.500000,-63.750000,global_n_lat39_lon46
grid_6852,Global grid 6852,57.500000,28.750000,global_n_lat47_lon83
grid_3460,Global grid 3460,0.000000,-171.250000,global_n_lat24_lon03
grid_4864,Global grid 4864,22.500000,98.750000,global_n_lat33_lon111
grid_6839,Global grid 6839,57.500000,-3.750000,global_n_lat47_lon70
grid_2427,Global grid 2427,-20.000000,126.250000,global_s_lat16_lon122
grid_4794,Global grid 4794,22.500000,-76.250000,global_n_lat33_lon41
grid_6873,Global grid 6873,57.500000,81.250000,global_n_lat47_lon104
grid_0718,Global grid 0718,-50.000000,173.750000,global_s_lat04_lon141
grid_6702,Global grid 6702,55.000000,13.750000,global_n_lat46_lon77
grid_2891,Global grid 2891,-10.000000,-153.750000,global_s_lat20_lon10
grid_5261,Global grid 5261,30.000000,11.250000,global_n_lat36_lon76
grid_2873,Global grid 2873,-12.500000,161.250000,global_s_lat19_lon136
grid_5374,Global grid 5374,32.500000,-66.250000,global_n_lat37_lon45
grid_2318,Global grid 2318,-20.000000,-146.250000,global_s_lat16_lon13
grid_2169,Global grid 2169,-22.500000,-158.750000,global_s_lat15_lon08
grid_5034,Global grid 5034,25.000000,163.750000,global_n_lat34_lon137
grid_6688,Global grid 6688,55.000000,-21.250000,global_n_lat46_lon63
grid_5436,Global grid 5436,32.500000,88.750000,global_n_lat37_lon107
grid_3380,Global grid 3380,-2.500000,-11.250000,global_s_lat23_lon67
grid_4814,Global grid 4814,22.500000,-26.250000,global_n_lat33_lon61
grid_2047,Global grid 2047,-25.000000,-103.750000,global_s_lat14_lon30
grid_1675,Global grid 1675,-32.500000,46.250000,global_s_lat11_lon90
grid_5780,Global grid 5780,40.000000,-131.250000,global_n_lat40_lon19
grid_1904,Global grid 1904,-27.500000,-101.250000,global_s_lat13_lon31
grid_2040,Global grid 2040,-25.000000,-121.250000,global_s_lat14_lon23
grid_5895,Global grid 5895,40.000000,156.250000,global_n_lat40_lon134
grid_5886,Global grid 5886,40.000000,133.750000,global_n_lat40_lon125
grid_4940,Global grid 4940,25.000000,-71.250000,global_n_lat34_lon43
grid_1907,Global grid 1907,-27.500000,-93.750000,global_s_lat13_lon34
grid_1946,Global grid 1946,-27.500000,3.750000,global_s_lat13_lon73
grid_3343,Global grid 3343,-2.500000,-103.750000,global_s_lat23_lon30
grid_5665,Global grid 5665,37.500000,-58.750000,global_n_lat39_lon48
grid_2473,Global grid 2473,-17.500000,-118.750000,global_s_lat17_lon24
grid_4546,Global grid 4546,17.500000,23.750000,global_n_lat31_lon81
grid_1600,Global grid 1600,-32.500000,-141.250000,global_s_lat11_lon15
grid_3253,Global grid 3253,-5.000000,31.250000,global_s_lat22_lon84
grid_1324,Global grid 1324,-37.500000,-111.250000,global_s_lat09_lon27
grid_2149,Global grid 2149,-25.000000,151.250000,global_s_lat14_lon132
grid_4828,Global grid 4828,22.500000,8.750000,global_n_lat33_lon75
grid_1807,Global grid 1807,-30.000000,16.250000,global_s_lat12_lon78
grid_5504,Global grid 5504,35.000000,-101.250000,global_n_lat38_lon31
grid_6541,Global grid 6541,52.500000,-28.750000,global_n_lat45_lon60
grid_0609,Global grid 0609,-50.000000,-98.750000,global_s_lat04_lon32
grid_5215,Global grid 5215,30.000000,-103.750000,global_n_lat36_lon30
grid_5387,Global grid 5387,32.500000,-33.750000,global_n_lat37_lon58
grid_4933,Global grid 4933,25.000000,-88.750000,global_n_lat34_lon36
grid_1515,Global grid 1515,-35.000000,6.250000,global_s_lat10_lon74
grid_3564,Global grid 3564,0.000000,88.750000,global_n_lat24_lon107
grid_1207,Global grid 1207,-40.000000,-43.750000,global_s_lat08_lon54
grid_5289,Global grid 5289,30.000000,81.250000,global_n_lat36_lon104
grid_5121,Global grid 5121,27.500000,21.250000,global_n_lat35_lon80
grid_1298,Global grid 1298,-37.500000,-176.250000,global_s_lat09_lon01
grid_6993,Global grid 6993,60.000000,21.250000,global_n_lat48_lon80
grid_4953,Global grid 4953,25.000000,-38.750000,global_n_lat34_lon56
grid_3694,Global grid 3694,2.500000,53.750000,global_n_lat25_lon93
grid_1543,Global grid 1543,-35.000000,76.250000,global_s_lat10_lon102
grid_2321,Global grid 2321,-20.000000,-138.750000,global_s_lat16_lon16
grid_7043,Global grid 7043,60.000000,146.250000,global_n_lat48_lon130
grid_3494,Global grid 3494,0.000000,-86.250000,global_n_lat24_lon37
grid_6888,Global grid 6888,57.500000,118.750000,global_n_lat47_lon119
grid_2360,Global grid 2360,-20.000000,-41.250000,global_s_lat16_lon55
grid_0876,Global grid 0876,-45.000000,-151.250000,global_s_lat06_lon11
grid_2859,Global grid 2859,-12.500000,126.250000,global_s_lat19_lon122
grid_3024,Global grid 3024,-10.000000,178.750000,global_s_lat20_lon143
grid_3385,Global grid 3385,-2.500000,1.250000,global_s_lat23_lon72
grid_2314,Global grid 2314,-20.000000,-156.250000,global_s_lat16_lon09
grid_2790,Global grid 2790,-12.500000,-46.250000,global_s_lat19_lon53
grid_6581,Global grid 6581,52.500000,71.250000,global_n_lat45_lon100
grid_0982,Global grid 0982,-45.000000,113.750000,global_s_lat06_lon117
grid_1785,Global grid 1785,-30.000000,-38.750000,global_s_lat12_lon56
grid_1308,Global grid 1308,-37.500000,-151.250000,global_s_lat09_lon11
grid_1542,Global grid 1542,-35.000000,73.750000,global_s_lat10_lon101
grid_4192,Global grid 4192,12.500000,-141.250000,global_n_lat29_lon15
grid_4493,Global grid 4493,17.500000,-108.750000,global_n_lat31_lon28
grid_3275,Global grid 3275,-5.000000,86.250000,global_s_lat22_lon106
grid_4379,Global grid 4379,15.000000,-33.750000,global_n_lat30_lon58
grid_6515,Global grid 6515,52.500000,-93.750000,global_n_lat45_lon34
grid_1044,Global grid 1044,-42.500000,-91.250000,global_s_lat07_lon35
grid_5534,Global grid 5534,35.000000,-26.250000,global_n_lat38_lon61
grid_5969,Global grid 5969,42.500000,-18.750000,global_n_lat41_lon64
grid_4650,Global grid 4650,20.000000,-76.250000,global_n_lat32_lon41
grid_4445,Global grid 4445,15.000000,131.250000,global_n_lat30_lon124
grid_1513,Global grid 1513,-35.000000,1.250000,global_s_lat10_lon72
grid_0077,Global grid 0077,-60.000000,11.250000,global_s_lat00_lon76
grid_5352,Global grid 5352,32.500000,-121.250000,global_n_lat37_lon23
grid_3933,Global grid 3933,7.500000,-68.750000,global_n_lat27_lon44
grid_1023,Global grid 1023,-42.500000,-143.750000,global_s_lat07_lon14
grid_1019,Global grid 1019,-42.500000,-153.750000,global_s_lat07_lon10
grid_5542,Global grid 5542,35.000000,-6.250000,global_n_lat38_lon69
grid_0943,Global grid 0943,-45.000000,16.250000,global_s_lat06_lon78
grid_5850,Global grid 5850,40.000000,43.750000,global_n_lat40_lon89
grid_2789,Global grid 2789,-12.500000,-48.750000,global_s_lat19_lon52
grid_3738,Global grid 3738,2.500000,163.750000,global_n_lat25_lon137
grid_5092,Global grid 5092,27.500000,-51.250000,global_n_lat35_lon51
grid_6186,Global grid 6186,45.000000,163.750000,global_n_lat42_lon137
grid_0114,Global grid 0114,-60.000000,103.750000,global_s_lat00_lon113
grid_0459,Global grid 0459,-52.500000,-113.750000,global_s_lat03_lon26
grid_6774,Global grid 6774,57.500000,-166.250000,global_n_lat47_lon05
grid_6356,Global grid 6356,50.000000,-131.250000,global_n_lat44_lon19
grid_6906,Global grid 6906,57.500000,163.750000,global_n_lat47_lon137
grid_5951,Global grid 5951,42.500000,-63.750000,global_n_lat41_lon46
grid_5698,Global grid 5698,37.500000,23.750000,global_n_lat39_lon81
grid_4395,Global grid 4395,15.000000,6.250000,global_n_lat30_lon74
grid_4041,Global grid 4041,10.000000,-158.750000,global_n_lat28_lon08
grid_2722,Global grid 2722,-15.000000,143.750000,global_s_lat18_lon129
grid_1913,Global grid 1913,-27.500000,-78.750000,global_s_lat13_lon40
grid_6586,Global grid 6586,52.500000,83.750000,global_n_lat45_lon105
grid_5011,Global grid 5011,25.000000,106.250000,global_n_lat34_lon114
grid_0334,Global grid 0334,-55.000000,-66.250000,global_s_lat02_lon45
grid_0155,Global grid 0155,-57.500000,-153.750000,global_s_lat01_lon10
grid_1991,Global grid 1991,-27.500000,116.250000,global_s_lat13_lon118
grid_1919,Global grid 1919,-27.500000,-63.750000,global_s_lat13_lon46
grid_0260,Global grid 0260,-57.500000,108.750000,global_s_lat01_lon115
grid_5465,Global grid 5465,32.500000,161.250000,global_n_lat37_lon136
grid_5212,Global grid 5212,30.000000,-111.250000,global_n_lat36_lon27
grid_7048,Global grid 7048,60.000000,158.750000,global_n_lat48_lon135
grid_3776,Global grid 3776,5.000000,-101.250000,global_n_lat26_lon31
grid_5822,Global grid 5822,40.000000,-26.250000,global_n_lat40_lon61
grid_2060,Global grid 2060,-25.000000,-71.250000,global_s_lat14_lon43
grid_0763,Global grid 0763,-47.500000,-73.750000,global_s_lat05_lon42
grid_6788,Global grid 6788,57.500000,-131.250000,global_n_lat47_lon19
grid_4102,Global grid 4102,10.000000,-6.250000,global_n_lat28_lon69
grid_6403,Global grid 6403,50.000000,-13.750000,global_n_lat44_lon66
grid_4116,Global grid 4116,10.000000,28.750000,global_n_lat28_lon83
grid_4482,Global grid 4482,17.500000,-136.250000,global_n_lat31_lon17
grid_6261,Global grid 6261,47.500000,-8.750000,global_n_lat43_lon68
grid_1008,Global grid 1008,-45.000000,178.750000,global_s_lat06_lon143
grid_5929,Global grid 5929,42.500000,-118.750000,global_n_lat41_lon24
grid_4347,Global grid 4347,15.000000,-113.750000,global_n_lat30_lon26
grid_1715,Global grid 1715,-32.500000,146.250000,global_s_lat11_lon130
grid_5090,Global grid 5090,27.500000,-56.250000,global_n_lat35_lon49
grid_6312,Global grid 6312,47.500000,118.750000,global_n_lat43_lon119
grid_4753,Global grid 4753,22.500000,-178.750000,global_n_lat33_lon00
grid_1837,Global grid 1837,-30.000000,91.250000,global_s_lat12_lon108
grid_6721,Global grid 6721,55.000000,61.250000,global_n_lat46_lon96
grid_6891,Global grid 6891,57.500000,126.250000,global_n_lat47_lon122
grid_4013,Global grid 4013,7.500000,131.250000,global_n_lat27_lon124
grid_0229,Global grid 0229,-57.500000,31.250000,global_s_lat01_lon84
grid_2895,Global grid 2895,-10.000000,-143.750000,global_s_lat20_lon14
grid_5875,Global grid 5875,40.000000,106.250000,global_n_lat40_lon114
grid_1610,Global grid 1610,-32.500000,-116.250000,global_s_lat11_lon25
grid_1607,Global grid 1607,-32.500000,-123.750000,global_s_lat11_lon22
grid_0904,Global grid 0904,-45.000000,-81.250000,global_s_lat06_lon39
grid_0746,Global grid 0746,-47.500000,-116.250000,global_s_lat05_lon25
grid_6066,Global grid 6066,45.000000,-136.250000,global_n_lat42_lon17
grid_5913,Global grid 5913,42.500000,-158.750000,global_n_lat41_lon08
grid_5257,Global grid 5257,30.000000,1.250000,global_n_lat36_lon72
grid_1669,Global grid 1669,-32.500000,31.250000,global_s_lat11_lon84
grid_1277,Global grid 1277,-40.000000,131.250000,global_s_lat08_lon124
grid_4673,Global grid 4673,20.000000,-18.750000,global_n_lat32_lon64
grid_3603,Global grid 3603,2.500000,-173.750000,global_n_lat25_lon02
grid_3010,Global grid 3010,-10.000000,143.750000,global_s_lat20_lon129
grid_3134,Global grid 3134,-7.500000,93.750000,global_s_lat21_lon109
grid_6381,Global grid 6381,50.000000,-68.750000,global_n_lat44_lon44
grid_1591,Global grid 1591,-32.500000,-163.750000,global_s_lat11_lon06
grid_4180,Global grid 4180,12.500000,-171.250000,global_n_lat29_lon03
grid_1566,Global grid 1566,-35.000000,133.750000,global_s_lat10_lon125
grid_4693,Global grid 4693,20.000000,31.250000,global_n_lat32_lon84
grid_4522,Global grid 4522,17.500000,-36.250000,global_n_lat31_lon57
grid_1335,Global grid 1335,-37.500000,-83.750000,global_s_lat09_lon38
grid_0617,Global grid 0617,-50.000000,-78.750000,global_s_lat04_lon40
