location_id,name,latitude,longitude,region,split_hint,land_context,source_location_id,land_score
srcens_0122,Source ensemble 0122,-27.500000,-53.750000,americas,train,inland_land,grid_1923,0.961341
srcens_0123,Source ensemble 0123,-27.500000,-51.250000,americas,train,inland_land,grid_1924,0.956682
srcens_0124,Source ensemble 0124,-27.500000,-48.750000,americas,train,inland_land,grid_1925,0.808414
srcens_0147,Source ensemble 0147,-25.000000,-68.750000,americas,train,inland_land,grid_2061,0.949350
srcens_0148,Source ensemble 0148,-25.000000,-66.250000,americas,train,inland_land,grid_2062,0.950171
srcens_0149,Source ensemble 0149,-25.000000,-63.750000,americas,train,inland_land,grid_2063,0.958614
srcens_0150,Source ensemble 0150,-25.000000,-61.250000,americas,train,inland_land,grid_2064,0.950096
srcens_0151,Source ensemble 0151,-25.000000,-58.750000,americas,train,inland_land,grid_2065,0.950358
srcens_0152,Source ensemble 0152,-25.000000,-56.250000,americas,train,inland_land,grid_2066,0.956692
srcens_0153,Source ensemble 0153,-25.000000,-53.750000,americas,train,inland_land,grid_2067,0.960487
srcens_0154,Source ensemble 0154,-25.000000,-51.250000,americas,train,inland_land,grid_2068,0.952932
srcens_0155,Source ensemble 0155,-25.000000,-48.750000,americas,train,inland_land,grid_2069,0.923225
srcens_0181,Source ensemble 0181,-22.500000,-68.750000,americas,train,inland_land,grid_2205,0.950477
srcens_0182,Source ensemble 0182,-22.500000,-66.250000,americas,train,inland_land,grid_2206,0.950046
srcens_0183,Source ensemble 0183,-22.500000,-63.750000,americas,train,inland_land,grid_2207,0.956667
srcens_0184,Source ensemble 0184,-22.500000,-61.250000,americas,train,inland_land,grid_2208,0.954423
srcens_0185,Source ensemble 0185,-22.500000,-58.750000,americas,train,inland_land,grid_2209,0.950835
srcens_0186,Source ensemble 0186,-22.500000,-56.250000,americas,train,inland_land,grid_2210,0.955095
srcens_0187,Source ensemble 0187,-22.500000,-53.750000,americas,train,inland_land,grid_2211,0.964065
srcens_0188,Source ensemble 0188,-22.500000,-51.250000,americas,train,inland_land,grid_2212,0.958028
srcens_0189,Source ensemble 0189,-22.500000,-48.750000,americas,train,inland_land,grid_2213,0.961511
srcens_0190,Source ensemble 0190,-22.500000,-46.250000,americas,train,inland_land,grid_2214,0.962848
srcens_0191,Source ensemble 0191,-22.500000,-43.750000,americas,train,inland_land,grid_2215,0.911502
srcens_0217,Source ensemble 0217,-20.000000,-68.750000,americas,train,inland_land,grid_2349,0.950024
srcens_0218,Source ensemble 0218,-20.000000,-66.250000,americas,train,inland_land,grid_2350,0.950182
srcens_0219,Source ensemble 0219,-20.000000,-63.750000,americas,train,inland_land,grid_2351,0.952043
srcens_0220,Source ensemble 0220,-20.000000,-61.250000,americas,train,inland_land,grid_2352,0.950188
srcens_0221,Source ensemble 0221,-20.000000,-58.750000,americas,train,inland_land,grid_2353,0.952794
srcens_0222,Source ensemble 0222,-20.000000,-56.250000,americas,train,inland_land,grid_2354,0.953059
srcens_0223,Source ensemble 0223,-20.000000,-53.750000,americas,train,inland_land,grid_2355,0.963708
srcens_0224,Source ensemble 0224,-20.000000,-51.250000,americas,train,inland_land,grid_2356,0.961026
srcens_0225,Source ensemble 0225,-20.000000,-48.750000,americas,test,inland_land,grid_2357,0.959793
srcens_0226,Source ensemble 0226,-20.000000,-46.250000,americas,test,inland_land,grid_2358,0.961150
srcens_0227,Source ensemble 0227,-20.000000,-43.750000,americas,test,inland_land,grid_2359,0.952524
srcens_0228,Source ensemble 0228,-20.000000,-41.250000,americas,test,inland_land,grid_2360,0.951920
srcens_0252,Source ensemble 0252,-17.500000,-71.250000,americas,train,coastal_land,grid_2492,0.775892
srcens_0253,Source ensemble 0253,-17.500000,-68.750000,americas,train,inland_land,grid_2493,0.949500
srcens_0254,Source ensemble 0254,-17.500000,-66.250000,americas,train,inland_land,grid_2494,0.955568
srcens_0255,Source ensemble 0255,-17.500000,-63.750000,americas,train,inland_land,grid_2495,0.958530
srcens_0256,Source ensemble 0256,-17.500000,-61.250000,americas,train,inland_land,grid_2496,0.948728
srcens_0257,Source ensemble 0257,-17.500000,-58.750000,americas,train,inland_land,grid_2497,0.949275
srcens_0258,Source ensemble 0258,-17.500000,-56.250000,americas,train,inland_land,grid_2498,0.949301
srcens_0259,Source ensemble 0259,-17.500000,-53.750000,americas,train,inland_land,grid_2499,0.956722
srcens_0260,Source ensemble 0260,-17.500000,-51.250000,americas,train,inland_land,grid_2500,0.968366
srcens_0261,Source ensemble 0261,-17.500000,-48.750000,americas,test,inland_land,grid_2501,0.967370
srcens_0262,Source ensemble 0262,-17.500000,-46.250000,americas,test,inland_land,grid_2502,0.961014
srcens_0263,Source ensemble 0263,-17.500000,-43.750000,americas,test,inland_land,grid_2503,0.952842
srcens_0264,Source ensemble 0264,-17.500000,-41.250000,americas,test,inland_land,grid_2504,0.952299
srcens_0289,Source ensemble 0289,-15.000000,-73.750000,americas,train,inland_land,grid_2635,0.951010
srcens_0290,Source ensemble 0290,-15.000000,-71.250000,americas,train,inland_land,grid_2636,0.949680
srcens_0291,Source ensemble 0291,-15.000000,-68.750000,americas,train,inland_land,grid_2637,0.949042
srcens_0292,Source ensemble 0292,-15.000000,-66.250000,americas,train,inland_land,grid_2638,0.950064
srcens_0293,Source ensemble 0293,-15.000000,-63.750000,americas,train,inland_land,grid_2639,0.950348
srcens_0294,Source ensemble 0294,-15.000000,-61.250000,americas,train,inland_land,grid_2640,0.950224
srcens_0295,Source ensemble 0295,-15.000000,-58.750000,americas,train,inland_land,grid_2641,0.953764
srcens_0296,Source ensemble 0296,-15.000000,-56.250000,americas,train,inland_land,grid_2642,0.950929
srcens_0297,Source ensemble 0297,-15.000000,-53.750000,americas,train,inland_land,grid_2643,0.963136
srcens_0298,Source ensemble 0298,-15.000000,-51.250000,americas,train,inland_land,grid_2644,0.956488
srcens_0299,Source ensemble 0299,-15.000000,-48.750000,americas,test,inland_land,grid_2645,0.960010
srcens_0300,Source ensemble 0300,-15.000000,-46.250000,americas,test,inland_land,grid_2646,0.957015
srcens_0301,Source ensemble 0301,-15.000000,-43.750000,americas,test,inland_land,grid_2647,0.960392
srcens_0302,Source ensemble 0302,-15.000000,-41.250000,americas,test,inland_land,grid_2648,0.963473
srcens_0322,Source ensemble 0322,-12.500000,-76.250000,americas,train,inland_land,grid_2778,0.900474
srcens_0323,Source ensemble 0323,-12.500000,-73.750000,americas,train,inland_land,grid_2779,0.949071
srcens_0324,Source ensemble 0324,-12.500000,-71.250000,americas,train,inland_land,grid_2780,0.948712
srcens_0325,Source ensemble 0325,-12.500000,-68.750000,americas,train,inland_land,grid_2781,0.945488
srcens_0326,Source ensemble 0326,-12.500000,-66.250000,americas,train,inland_land,grid_2782,0.948536
srcens_0327,Source ensemble 0327,-12.500000,-63.750000,americas,train,inland_land,grid_2783,0.948680
srcens_0328,Source ensemble 0328,-12.500000,-61.250000,americas,train,inland_land,grid_2784,0.960811
srcens_0329,Source ensemble 0329,-12.500000,-58.750000,americas,train,inland_land,grid_2785,0.951277
srcens_0330,Source ensemble 0330,-12.500000,-56.250000,americas,train,inland_land,grid_2786,0.962015
srcens_0331,Source ensemble 0331,-12.500000,-53.750000,americas,train,inland_land,grid_2787,0.949669
srcens_0332,Source ensemble 0332,-12.500000,-51.250000,americas,train,inland_land,grid_2788,0.950860
srcens_0333,Source ensemble 0333,-12.500000,-48.750000,americas,test,inland_land,grid_2789,0.959496
srcens_0334,Source ensemble 0334,-12.500000,-46.250000,americas,test,inland_land,grid_2790,0.963065
srcens_0335,Source ensemble 0335,-12.500000,-43.750000,americas,test,inland_land,grid_2791,0.961758
srcens_0336,Source ensemble 0336,-12.500000,-41.250000,americas,test,inland_land,grid_2792,0.953460
srcens_0337,Source ensemble 0337,-12.500000,-38.750000,americas,train,inland_land,grid_2793,0.893349
srcens_0353,Source ensemble 0353,-10.000000,-76.250000,americas,train,inland_land,grid_2922,0.951210
srcens_0354,Source ensemble 0354,-10.000000,-73.750000,americas,train,inland_land,grid_2923,0.949241
srcens_0355,Source ensemble 0355,-10.000000,-71.250000,americas,train,inland_land,grid_2924,0.949988
srcens_0356,Source ensemble 0356,-10.000000,-68.750000,americas,train,inland_land,grid_2925,0.951484
srcens_0357,Source ensemble 0357,-10.000000,-66.250000,americas,train,inland_land,grid_2926,0.950607
srcens_0358,Source ensemble 0358,-10.000000,-63.750000,americas,train,inland_land,grid_2927,0.959163
srcens_0359,Source ensemble 0359,-10.000000,-61.250000,americas,train,inland_land,grid_2928,0.951553
srcens_0360,Source ensemble 0360,-10.000000,-58.750000,americas,test,inland_land,grid_2929,0.954970
srcens_0361,Source ensemble 0361,-10.000000,-56.250000,americas,test,inland_land,grid_2930,0.962810
srcens_0362,Source ensemble 0362,-10.000000,-53.750000,americas,test,inland_land,grid_2931,0.957969
srcens_0363,Source ensemble 0363,-10.000000,-51.250000,americas,test,inland_land,grid_2932,0.959561
srcens_0364,Source ensemble 0364,-10.000000,-48.750000,americas,train,inland_land,grid_2933,0.953796
srcens_0365,Source ensemble 0365,-10.000000,-46.250000,americas,train,inland_land,grid_2934,0.956960
srcens_0366,Source ensemble 0366,-10.000000,-43.750000,americas,train,inland_land,grid_2935,0.951798
srcens_0367,Source ensemble 0367,-10.000000,-41.250000,americas,train,inland_land,grid_2936,0.947896
srcens_0368,Source ensemble 0368,-10.000000,-38.750000,americas,train,inland_land,grid_2937,0.954098
srcens_0369,Source ensemble 0369,-10.000000,-36.250000,americas,train,inland_land,grid_2938,0.843123
srcens_0384,Source ensemble 0384,-7.500000,-78.750000,americas,train,inland_land,grid_3065,0.931134
srcens_0385,Source ensemble 0385,-7.500000,-76.250000,americas,train,inland_land,grid_3066,0.949873
srcens_0386,Source ensemble 0386,-7.500000,-73.750000,americas,train,inland_land,grid_3067,0.950203
srcens_0387,Source ensemble 0387,-7.500000,-71.250000,americas,train,inland_land,grid_3068,0.950069
srcens_0388,Source ensemble 0388,-7.500000,-68.750000,americas,train,inland_land,grid_3069,0.950121
srcens_0389,Source ensemble 0389,-7.500000,-66.250000,americas,train,inland_land,grid_3070,0.945896
srcens_0390,Source ensemble 0390,-7.500000,-63.750000,americas,train,inland_land,grid_3071,0.949881
srcens_0391,Source ensemble 0391,-7.500000,-61.250000,americas,train,inland_land,grid_3072,0.949808
srcens_0392,Source ensemble 0392,-7.500000,-58.750000,americas,test,inland_land,grid_3073,0.949370
srcens_0393,Source ensemble 0393,-7.500000,-56.250000,americas,test,inland_land,grid_3074,0.950650
srcens_0394,Source ensemble 0394,-7.500000,-53.750000,americas,test,inland_land,grid_3075,0.949657
srcens_0395,Source ensemble 0395,-7.500000,-51.250000,americas,test,inland_land,grid_3076,0.949604
srcens_0396,Source ensemble 0396,-7.500000,-48.750000,americas,train,inland_land,grid_3077,0.953932
srcens_0397,Source ensemble 0397,-7.500000,-46.250000,americas,train,inland_land,grid_3078,0.956094
srcens_0398,Source ensemble 0398,-7.500000,-43.750000,americas,train,inland_land,grid_3079,0.957066
srcens_0399,Source ensemble 0399,-7.500000,-41.250000,americas,train,inland_land,grid_3080,0.962480
srcens_0400,Source ensemble 0400,-7.500000,-38.750000,americas,train,inland_land,grid_3081,0.955847
srcens_0401,Source ensemble 0401,-7.500000,-36.250000,americas,train,inland_land,grid_3082,0.955419
srcens_0423,Source ensemble 0423,-5.000000,-78.750000,americas,train,inland_land,grid_3209,0.950971
srcens_0424,Source ensemble 0424,-5.000000,-76.250000,americas,train,inland_land,grid_3210,0.943415
srcens_0425,Source ensemble 0425,-5.000000,-73.750000,americas,train,inland_land,grid_3211,0.940052
srcens_0426,Source ensemble 0426,-5.000000,-71.250000,americas,train,inland_land,grid_3212,0.949736
srcens_0427,Source ensemble 0427,-5.000000,-68.750000,americas,train,inland_land,grid_3213,0.950299
srcens_0428,Source ensemble 0428,-5.000000,-66.250000,americas,train,inland_land,grid_3214,0.949744
srcens_0429,Source ensemble 0429,-5.000000,-63.750000,americas,train,inland_land,grid_3215,0.948018
srcens_0430,Source ensemble 0430,-5.000000,-61.250000,americas,train,inland_land,grid_3216,0.948920
srcens_0431,Source ensemble 0431,-5.000000,-58.750000,americas,test,inland_land,grid_3217,0.949247
srcens_0432,Source ensemble 0432,-5.000000,-56.250000,americas,test,inland_land,grid_3218,0.950617
srcens_0433,Source ensemble 0433,-5.000000,-53.750000,americas,test,inland_land,grid_3219,0.949483
srcens_0434,Source ensemble 0434,-5.000000,-51.250000,americas,test,inland_land,grid_3220,0.950032
srcens_0435,Source ensemble 0435,-5.000000,-48.750000,americas,train,inland_land,grid_3221,0.951821
srcens_0436,Source ensemble 0436,-5.000000,-46.250000,americas,train,inland_land,grid_3222,0.950404
srcens_0437,Source ensemble 0437,-5.000000,-43.750000,americas,train,inland_land,grid_3223,0.951165
srcens_0438,Source ensemble 0438,-5.000000,-41.250000,americas,train,inland_land,grid_3224,0.951973
srcens_0439,Source ensemble 0439,-5.000000,-38.750000,americas,train,inland_land,grid_3225,0.951584
srcens_0458,Source ensemble 0458,-2.500000,-78.750000,americas,train,inland_land,grid_3353,0.954073
srcens_0459,Source ensemble 0459,-2.500000,-76.250000,americas,train,inland_land,grid_3354,0.949729
srcens_0460,Source ensemble 0460,-2.500000,-73.750000,americas,train,inland_land,grid_3355,0.943537
srcens_0461,Source ensemble 0461,-2.500000,-71.250000,americas,train,inland_land,grid_3356,0.945310
srcens_0462,Source ensemble 0462,-2.500000,-68.750000,americas,train,inland_land,grid_3357,0.949066
srcens_0463,Source ensemble 0463,-2.500000,-66.250000,americas,train,inland_land,grid_3358,0.926356
srcens_0464,Source ensemble 0464,-2.500000,-63.750000,americas,train,inland_land,grid_3359,0.949933
srcens_0465,Source ensemble 0465,-2.500000,-61.250000,americas,train,inland_land,grid_3360,0.941842
srcens_0466,Source ensemble 0466,-2.500000,-58.750000,americas,test,inland_land,grid_3361,0.943438
srcens_0467,Source ensemble 0467,-2.500000,-56.250000,americas,test,inland_land,grid_3362,0.931498
srcens_0468,Source ensemble 0468,-2.500000,-53.750000,americas,test,inland_land,grid_3363,0.945356
srcens_0469,Source ensemble 0469,-2.500000,-51.250000,americas,test,inland_land,grid_3364,0.945370
srcens_0470,Source ensemble 0470,-2.500000,-48.750000,americas,train,inland_land,grid_3365,0.945681
srcens_0471,Source ensemble 0471,-2.500000,-46.250000,americas,train,inland_land,grid_3366,0.953104
srcens_0497,Source ensemble 0497,0.000000,-91.250000,americas,train,coastal_land,grid_3492,0.509844
srcens_0498,Source ensemble 0498,0.000000,-78.750000,americas,train,inland_land,grid_3497,0.951013
srcens_0499,Source ensemble 0499,0.000000,-76.250000,americas,train,inland_land,grid_3498,0.948820
srcens_0500,Source ensemble 0500,0.000000,-73.750000,americas,train,inland_land,grid_3499,0.949437
srcens_0501,Source ensemble 0501,0.000000,-71.250000,americas,train,inland_land,grid_3500,0.947703
srcens_0502,Source ensemble 0502,0.000000,-68.750000,americas,test,inland_land,grid_3501,0.948910
srcens_0503,Source ensemble 0503,0.000000,-66.250000,americas,test,inland_land,grid_3502,0.948769
srcens_0504,Source ensemble 0504,0.000000,-63.750000,americas,test,inland_land,grid_3503,0.948401
srcens_0505,Source ensemble 0505,0.000000,-61.250000,americas,test,inland_land,grid_3504,0.948401
srcens_0506,Source ensemble 0506,0.000000,-58.750000,americas,train,inland_land,grid_3505,0.949925
srcens_0507,Source ensemble 0507,0.000000,-56.250000,americas,train,inland_land,grid_3506,0.948491
srcens_0508,Source ensemble 0508,0.000000,-53.750000,americas,train,inland_land,grid_3507,0.949377
srcens_0509,Source ensemble 0509,0.000000,-51.250000,americas,train,inland_land,grid_3508,0.866997
srcens_0531,Source ensemble 0531,2.500000,-76.250000,americas,train,inland_land,grid_3642,0.951494
srcens_0532,Source ensemble 0532,2.500000,-73.750000,americas,train,inland_land,grid_3643,0.949445
srcens_0533,Source ensemble 0533,2.500000,-71.250000,americas,train,inland_land,grid_3644,0.949645
srcens_0534,Source ensemble 0534,2.500000,-68.750000,americas,test,inland_land,grid_3645,0.949748
srcens_0535,Source ensemble 0535,2.500000,-66.250000,americas,test,inland_land,grid_3646,0.948144
srcens_0536,Source ensemble 0536,2.500000,-63.750000,americas,test,inland_land,grid_3647,0.950024
srcens_0537,Source ensemble 0537,2.500000,-61.250000,americas,test,inland_land,grid_3648,0.955002
srcens_0538,Source ensemble 0538,2.500000,-58.750000,americas,train,inland_land,grid_3649,0.949945
srcens_0539,Source ensemble 0539,2.500000,-56.250000,americas,train,inland_land,grid_3650,0.950000
srcens_0540,Source ensemble 0540,2.500000,-53.750000,americas,train,inland_land,grid_3651,0.949993
srcens_0541,Source ensemble 0541,2.500000,-51.250000,americas,train,inland_land,grid_3652,0.900383
srcens_0564,Source ensemble 0564,5.000000,-76.250000,americas,train,inland_land,grid_3786,0.950143
srcens_0565,Source ensemble 0565,5.000000,-73.750000,americas,train,inland_land,grid_3787,0.956617
srcens_0566,Source ensemble 0566,5.000000,-71.250000,americas,train,inland_land,grid_3788,0.947290
srcens_0567,Source ensemble 0567,5.000000,-68.750000,americas,test,inland_land,grid_3789,0.949569
srcens_0568,Source ensemble 0568,5.000000,-66.250000,americas,test,inland_land,grid_3790,0.947770
srcens_0569,Source ensemble 0569,5.000000,-63.750000,americas,test,inland_land,grid_3791,0.949874
srcens_0570,Source ensemble 0570,5.000000,-61.250000,americas,test,inland_land,grid_3792,0.950072
srcens_0571,Source ensemble 0571,5.000000,-58.750000,americas,train,inland_land,grid_3793,0.946153
srcens_0572,Source ensemble 0572,5.000000,-56.250000,americas,train,inland_land,grid_3794,0.948583
srcens_0573,Source ensemble 0573,5.000000,-53.750000,americas,train,inland_land,grid_3795,0.929992
srcens_0597,Source ensemble 0597,7.500000,-81.250000,americas,train,near_coast_water_cell,grid_3928,0.164157
srcens_0598,Source ensemble 0598,7.500000,-76.250000,americas,train,inland_land,grid_3930,0.945707
srcens_0599,Source ensemble 0599,7.500000,-73.750000,americas,train,inland_land,grid_3931,0.952761
srcens_0600,Source ensemble 0600,7.500000,-71.250000,americas,train,inland_land,grid_3932,0.964884
srcens_0601,Source ensemble 0601,7.500000,-68.750000,americas,test,inland_land,grid_3933,0.955713
srcens_0602,Source ensemble 0602,7.500000,-66.250000,americas,test,inland_land,grid_3934,0.937029
srcens_0603,Source ensemble 0603,7.500000,-63.750000,americas,test,inland_land,grid_3935,0.948603
srcens_0604,Source ensemble 0604,7.500000,-61.250000,americas,test,inland_land,grid_3936,0.949969
srcens_0605,Source ensemble 0605,7.500000,-58.750000,americas,train,coastal_land,grid_3937,0.745276
srcens_0635,Source ensemble 0635,10.000000,-83.750000,americas,train,inland_land,grid_4071,0.907566
srcens_0636,Source ensemble 0636,10.000000,-73.750000,americas,test,inland_land,grid_4075,0.964154
srcens_0637,Source ensemble 0637,10.000000,-71.250000,americas,test,near_coast_water_cell,grid_4076,0.294737
srcens_0638,Source ensemble 0638,10.000000,-68.750000,americas,train,inland_land,grid_4077,0.949343
srcens_0639,Source ensemble 0639,10.000000,-66.250000,americas,train,inland_land,grid_4078,0.906393
srcens_0640,Source ensemble 0640,10.000000,-63.750000,americas,train,inland_land,grid_4079,0.926201
srcens_0641,Source ensemble 0641,10.000000,-61.250000,americas,train,near_coast_water_cell,grid_4080,0.224252
srcens_0674,Source ensemble 0674,12.500000,-86.250000,americas,train,coastal_land,grid_4214,0.889267
srcens_0675,Source ensemble 0675,12.500000,-83.750000,americas,train,near_coast_water_cell,grid_4215,0.472353
srcens_0709,Source ensemble 0709,15.000000,-91.250000,americas,train,inland_land,grid_4356,0.950572
srcens_0710,Source ensemble 0710,15.000000,-88.750000,americas,train,inland_land,grid_4357,0.957215
srcens_0711,Source ensemble 0711,15.000000,-86.250000,americas,train,inland_land,grid_4358,0.955517
srcens_0712,Source ensemble 0712,15.000000,-83.750000,americas,train,inland_land,grid_4359,0.854138
srcens_0748,Source ensemble 0748,17.500000,-101.250000,americas,train,coastal_land,grid_4496,0.691671
srcens_0749,Source ensemble 0749,17.500000,-98.750000,americas,train,inland_land,grid_4497,0.951242
srcens_0750,Source ensemble 0750,17.500000,-96.250000,americas,train,inland_land,grid_4498,0.949509
srcens_0751,Source ensemble 0751,17.500000,-93.750000,americas,train,inland_land,grid_4499,0.954472
srcens_0752,Source ensemble 0752,17.500000,-91.250000,americas,train,inland_land,grid_4500,0.957446
srcens_0753,Source ensemble 0753,17.500000,-88.750000,americas,train,inland_land,grid_4501,0.910580
srcens_0791,Source ensemble 0791,20.000000,-156.250000,americas,validation,near_coast_water_cell,grid_4618,0.057783
srcens_0792,Source ensemble 0792,20.000000,-103.750000,americas,train,inland_land,grid_4639,0.952302
srcens_0793,Source ensemble 0793,20.000000,-101.250000,americas,train,inland_land,grid_4640,0.938384
srcens_0794,Source ensemble 0794,20.000000,-98.750000,americas,train,inland_land,grid_4641,0.962507
srcens_0795,Source ensemble 0795,20.000000,-96.250000,americas,train,near_coast_water_cell,grid_4642,0.071110
srcens_0796,Source ensemble 0796,20.000000,-88.750000,americas,test,inland_land,grid_4645,0.950372
srcens_0797,Source ensemble 0797,20.000000,-76.250000,americas,train,coastal_land,grid_4650,0.666085
srcens_0798,Source ensemble 0798,20.000000,-71.250000,americas,train,near_coast_water_cell,grid_4652,0.150700
srcens_0839,Source ensemble 0839,22.500000,-106.250000,americas,train,near_coast_water_cell,grid_4782,0.065749
srcens_0840,Source ensemble 0840,22.500000,-103.750000,americas,train,inland_land,grid_4783,0.950257
srcens_0841,Source ensemble 0841,22.500000,-101.250000,americas,train,inland_land,grid_4784,0.952118
